,community,Total population,female_total,white_total,Black or African American total,Asian total,Hispanic or Latino Origin total,poverty total,population below 35 years old total,unemployment total for people over 16 years old,people over 16 years old total,school enrollment total for population over 3 years old,population over 3 years old total,Family Income Last Year,longitude,latitude,female_ratio,white_ratio,Black or African American ratio,Asian ratio,Hispanic or Latino Origin ratio,poverty ratio,population below 35 years old ratio,unemploymen ratio,school enrollment ratio
93,Gramercy,26928,13970,20509,1143,4229,2069,2157.0,2826,1006.0,18600.0,5550,26272,154.08333333333334,-73.98407780833334,40.736739612499996,0.5187908496732027,0.7616235888294712,0.042446524064171126,0.15704842543077838,0.07683452168746287,0.08010249554367202,0.10494652406417113,0.05408602150537634,0.21125152253349574
94,Grasmere-Arrochar-South Beach-Dongan Hills,35097,18514,25843,2543,4104,5384,5015.0,4744,912.0,15735.0,8219,33805,415.2857142857143,-74.08283490000001,40.594862514285715,0.5275094737441947,0.7363307405191327,0.07245633529931333,0.1169330712026669,0.15340342479414196,0.14288970567284953,0.13516824799840443,0.05795996186844614,0.24312971453926935
95,Gravesend (East)-Homecrest,51242,26083,37873,1111,6890,6755,9376.0,7343,1596.0,23177.0,13298,47958,291.30232558139534,-73.96537964883721,40.59945405348837,0.5090160415284337,0.739100737676125,0.021681433199328675,0.13446001327036416,0.13182545568088677,0.18297490339955505,0.14330041762616605,0.06886137118695258,0.27728429042078484
96,Gravesend (South),27508,14624,14582,3129,6039,5014,5700.0,3333,1207.0,12815.0,6157,26397,378.36842105263156,-73.97471798421053,40.588326863157896,0.5316271630071252,0.5301003344481605,0.11374872764286753,0.21953613494256216,0.18227424749163879,0.20721244728806165,0.12116475207212447,0.09418650019508389,0.23324620221994924
97,Gravesend (West),58106,29961,26327,833,24068,7777,10936.0,6870,1868.0,27960.0,13187,55800,342.04761904761904,-73.98424138571428,40.60050310952381,0.5156266134306268,0.4530857398547482,0.014335868929198362,0.4142085154717241,0.1338415998347847,0.18820775823494992,0.11823219633084363,0.06680972818311874,0.23632616487455196
98,Great Kills Park,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-74.12964,40.5466801,,,,,,,,,
99,Great Kills-Eltingville,54719,28857,50467,476,2558,5118,3787.0,6637,1524.0,26815.0,12994,53130,440.0857142857143,-74.15596024000001,40.54865535142857,0.5273670936968877,0.9222939015698386,0.0086989893821159,0.04674793033498419,0.0935324110455235,0.06920813611359856,0.12129242127962865,0.0568338616446019,0.2445699228307924
100,Green-Wood Cemetery,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.9902393,40.6521348,,,,,,,,,
101,Greenpoint,33918,17197,28096,1261,1678,4819,3633.0,2369,1137.0,22912.0,4578,32830,176.47222222222223,-73.95012881388888,40.728104719444445,0.5070169231676396,0.8283507282269001,0.03717789964030898,0.04947225661890442,0.1420779527094758,0.10711126835308686,0.06984492010142107,0.049624650837988823,0.1394456289978678
102,Greenwich Village,32777,17290,26776,1024,3470,1889,1832.0,3434,740.0,20077.0,7986,31998,237.04,-73.99588161599999,40.73087244,0.5275040424688043,0.8169142996613479,0.031241419287915306,0.10586691887604113,0.0576318760106172,0.05589285169478598,0.10476858772920035,0.03685809632913284,0.24957809863116445
103,Hamilton Heights-Sugar Hill,52700,25837,14887,16967,1911,25461,12348.0,4830,2102.0,31725.0,11489,50766,370.6923076923077,-73.94798049230769,40.826267557692304,0.4902656546489564,0.28248576850094875,0.32195445920303606,0.036261859582542695,0.48313092979127137,0.23430740037950665,0.09165085388994307,0.06625689519306541,0.22631288657763068
104,Harlem (North),82453,45860,12516,52481,1775,21413,22202.0,11117,5107.0,42576.0,19798,79250,379.5777777777778,-73.94135227555556,40.81834390444445,0.5561956508556389,0.15179556838441294,0.6364959431433665,0.021527415618594836,0.25969946514984293,0.2692685529938268,0.13482832644051762,0.11995020668921458,0.24981703470031547
105,Harlem (South),51064,27011,13841,26915,2927,10463,12101.0,5898,1744.0,27508.0,11295,49080,332.0,-73.95226803333334,40.80400074666667,0.5289636534544885,0.27105201315995614,0.5270836597211342,0.057320225599248,0.20489973366755443,0.23697712674291085,0.11550211499295002,0.06339973825796132,0.23013447432762837
106,Hart Island,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.7715088,40.8538116,,,,,,,,,
107,Hell's Kitchen,49758,23151,32635,3007,8757,10480,7759.0,2537,2033.0,35983.0,5969,48678,254.24137931034483,-73.9899067413793,40.76349629655172,0.4652719160737972,0.6558744322521002,0.06043249326741428,0.17599180031351744,0.2106193978857671,0.15593472406447204,0.050986775995819765,0.056498902259400276,0.12262212909322487
108,Highbridge,32055,17569,4460,12036,182,20820,12222.0,6064,1434.0,14267.0,10778,30731,353.04761904761904,-73.92629546190476,40.837010276190476,0.5480892216502886,0.13913586024021213,0.3754796443612541,0.005677741381999688,0.6495086569957885,0.3812821712681329,0.18917485571673687,0.10051167028807738,0.35072077055741757
109,Highbridge Park,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.9302147,40.8465982,,,,,,,,,
110,Highland Park-Cypress Hills Cemeteries (North),60,26,43,0,17,8,0.0,0,0.0,38.0,5,60,24.0,-73.8852171,40.6924618,0.43333333333333335,0.7166666666666667,0.0,0.2833333333333333,0.13333333333333333,0.0,0.0,0.0,0.08333333333333333
111,Highland Park-Cypress Hills Cemeteries (South),0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.8777419,40.6894826,,,,,,,,,
112,Hollis,22768,11742,1541,12487,4836,2694,2304.0,2828,971.0,12770.0,5667,21955,285.44444444444446,-73.76139810555554,40.71161692222222,0.5157238229093465,0.06768271257905832,0.5484451862262825,0.2124033731553057,0.1183239634574842,0.10119465917076599,0.1242094167252284,0.07603758809710258,0.2581188795263038
113,Holy Cross Cemetery,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.9382546,40.6469734,,,,,,,,,
114,Howard Beach-Lindenwood,28386,14841,22106,556,1483,6477,3370.0,3222,813.0,13509.0,6240,27499,311.5416666666667,-73.84405749583333,40.660442841666665,0.5228281547241598,0.778764179525118,0.019587120411470444,0.05224406397519904,0.22817586134009724,0.11872049601916437,0.11350665821179455,0.06018210082167444,0.2269173424488163
115,Hunts Point,15327,7384,1424,5624,14,10182,5650.0,2414,617.0,5802.0,4595,14629,221.57142857142858,-73.88738552142857,40.81530827857143,0.4817642069550466,0.09290794023618451,0.366934168460886,0.000913420760749005,0.6643178704247407,0.368630521302277,0.15749983688914987,0.10634264046880386,0.31410212591427983
116,Hutchinson Metro Center,598,208,245,179,0,174,58.0,15,5.0,85.0,28,598,13.0,-73.8386905,40.8494364,0.34782608695652173,0.4096989966555184,0.2993311036789298,0.0,0.2909698996655518,0.09698996655518395,0.02508361204013378,0.058823529411764705,0.046822742474916385
117,Inwood,42259,22219,15860,4951,1296,29808,8305.0,5049,1812.0,23220.0,9954,40645,374.0833333333333,-73.92124356250001,40.86652722083333,0.5257814903334201,0.375304668827942,0.1171584751177264,0.030668023379635107,0.7053645377316075,0.1965261837715043,0.11947750774982843,0.07803617571059432,0.2449009718292533
118,Inwood Hill Park,20,2,0,14,2,4,0.0,0,0.0,0.0,0,20,0.0,-73.9247883,40.8717465,0.1,0.0,0.7,0.1,0.2,0.0,0.0,,0.0
119,Jackson Heights,92090,46040,46527,2830,21779,51110,11476.0,9740,2536.0,49530.0,19143,89103,348.4754098360656,-73.88454950163934,40.754077409836064,0.4999457052883049,0.5052340102074058,0.030730806819415788,0.23649690520143338,0.555000542947117,0.12461722228254968,0.10576609838201759,0.051201292146174034,0.21484125113632538
120,Jacob Riis Park-Fort Tilden-Breezy Point Tip,953,525,953,0,0,67,26.0,125,33.0,510.0,240,908,87.33333333333333,-73.89625583333333,40.5611601,0.5508919202518363,1.0,0.0,0.0,0.07030430220356768,0.02728226652675761,0.1311647429171039,0.06470588235294118,0.2643171806167401
121,Jamaica,54651,28037,5382,9011,19007,19671,9661.0,7470,2263.0,27529.0,13357,52056,353.70588235294116,-73.79790727058824,40.70503703823529,0.5130189749501382,0.09847944227918977,0.16488261879929003,0.3477886955407952,0.3599385189658012,0.17677627124846754,0.13668551353131692,0.0822042210033056,0.25658905793760567
122,Jamaica Bay (East),0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.8137646,40.6252538,,,,,,,,,
123,Jamaica Estates-Holliswood,22641,11596,6759,5899,6642,3591,1286.0,2257,876.0,12247.0,5167,21900,319.4375,-73.7782350625,40.7198997125,0.5121681904509519,0.29852921690738043,0.26054502892981757,0.2933616006360143,0.15860606863654433,0.056799611324588134,0.09968640961088292,0.07152772107454887,0.23593607305936073
124,Jamaica Hills-Briarwood,40278,20587,9151,5091,16279,10315,6345.0,4531,1982.0,22394.0,9251,38925,373.1666666666667,-73.81016055833334,40.7120755125,0.5111226972540841,0.22719598788420478,0.12639654401906747,0.404166045980436,0.25609513878544116,0.15753016535081185,0.11249317245146234,0.08850584978119139,0.2376621708413616
125,John F. Kennedy International Airport,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.7869533,40.6470241,,,,,,,,,
126,Kensington,39269,19591,21629,2583,9393,6619,7896.0,5896,1230.0,18841.0,10320,36909,317.8888888888889,-73.97605162222223,40.641046896296295,0.4988922559779979,0.5507907000432911,0.06577707606508951,0.23919631261300262,0.16855534900303037,0.2010746390282411,0.1501438793959612,0.06528315906799002,0.2796066000162562
127,Kew Gardens,23166,11757,13744,1268,4161,6075,2691.0,2290,478.0,12720.0,5197,22328,287.8888888888889,-73.83005973333334,40.70732646666667,0.5075110075110075,0.5932832599499266,0.0547353880687214,0.17961667961667963,0.26223776223776224,0.11616161616161616,0.09885176551843218,0.037578616352201256,0.23275707631673234
128,Kew Gardens Hills,34340,17658,21898,2246,7466,5174,3814.0,4796,999.0,16596.0,9491,32207,313.3703703703704,-73.81994265925925,40.72574723333333,0.5142108328479906,0.6376820034944671,0.06540477577169482,0.21741409435061154,0.1506697728596389,0.1110658124635993,0.13966220151426909,0.06019522776572668,0.29468749029714036
129,Kingsbridge Heights-Van Cortlandt Village,35507,18730,8076,7037,1422,24865,8362.0,4642,1544.0,18109.0,9119,33839,320.96153846153845,-73.89915361153847,40.87677629230769,0.5275016193989918,0.22744810882361224,0.1981862731292421,0.040048441152448815,0.7002844509533331,0.2355028585912637,0.13073478469034275,0.08526147219614556,0.2694819586867224
130,Kingsbridge-Marble Hill,24581,13310,8656,4282,934,15887,5966.0,3321,1264.0,12427.0,6461,23686,340.4117647058824,-73.90569939411765,40.88089932941176,0.541475123062528,0.3521418982140678,0.17419958504536023,0.03799682681746064,0.6463121923436801,0.24270778243358693,0.135104348887352,0.10171400981733322,0.27277716794731066
131,Kissena Park,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.8083171,40.7456558,,,,,,,,,
132,LaGuardia Airport,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.8732723,40.7744111,,,,,,,,,
133,Laurelton,26544,14015,682,24503,198,1518,1844.0,2964,866.0,14276.0,6522,25838,247.16,-73.744378008,40.676244344000004,0.5279912597950572,0.02569318866787221,0.9231088004822182,0.007459312839059674,0.05718806509945751,0.06946955997588909,0.11166365280289331,0.060661249649761835,0.2524189178729004
134,Lincoln Terrace Park,2440,1441,142,2004,10,396,960.0,430,134.0,1204.0,912,2386,558.0,-73.9268441,40.6680437,0.5905737704918033,0.05819672131147541,0.8213114754098361,0.004098360655737705,0.16229508196721312,0.39344262295081966,0.1762295081967213,0.11129568106312292,0.38222967309304273
135,Long Island City-Hunters Point,18283,8751,10990,654,4793,2109,1207.0,1526,534.0,12962.0,2601,16959,724.8333333333334,-73.94827785,40.745286316666665,0.47864136082699776,0.6011048515013947,0.035770934748126676,0.2621561012962862,0.11535306021987639,0.06601761198927966,0.08346551441229558,0.04119734608856658,0.15336989209269414
136,Longwood,38733,20116,5000,11628,559,27831,14271.0,5941,2054.0,16155.0,11248,36970,278.16129032258067,-73.89637743225806,40.82019607096775,0.5193504247024501,0.1290888906100741,0.3002091240027883,0.014432137970206284,0.7185345829137945,0.36844551157927347,0.15338341982289005,0.12714329928814608,0.30424668650256964
137,Lower East Side,45618,23329,19675,4768,11163,15151,11657.0,3856,1652.0,23169.0,8198,44698,276.55882352941177,-73.98515519117646,40.71767412647059,0.5113990091630497,0.4312990486211583,0.10452014555657854,0.24470603709062214,0.3321276689026262,0.2555350957955193,0.08452803717830681,0.07130217100435927,0.18340865363103495
138,Madison,40958,20773,27819,1242,9262,3656,5330.0,5090,970.0,19676.0,9734,39438,306.8529411764706,-73.94824263235294,40.60497502352941,0.5071780848674252,0.6792079691391181,0.030323746276673665,0.22613408857854386,0.08926217100444357,0.13013330729039504,0.1242736461741296,0.04929863793453954,0.24681778994878037
139,Manhattanville-West Harlem,23673,12697,5885,8479,1289,12425,6819.0,2968,731.0,12024.0,6533,22827,323.5,-73.95455091428572,40.81769941428571,0.5363494276179613,0.24859544628902125,0.3581717568537997,0.05445021754741689,0.5248595446289022,0.2880496768470409,0.12537489967473492,0.060795076513639384,0.286196171200771
140,Mapleton-Midwood (West),38498,19195,31530,453,3533,3067,8846.0,7475,853.0,15145.0,12624,35885,247.94117647058823,-73.9732450264706,40.618884985294116,0.49859732973141463,0.8190035846017975,0.011766845030910697,0.09177100109096577,0.07966647618058081,0.22977817029456077,0.19416593069769858,0.05632221855397821,0.35179044168872786
141,Marine Park-Mill Basin-Bergen Beach,46048,23598,32851,6149,4228,4814,2884.0,6043,1179.0,22236.0,11310,44319,317.63157894736844,-73.92349337894737,40.61423585,0.5124652536483669,0.7134077484364142,0.13353457261987492,0.09181723419041,0.10454308547602502,0.06263029881862404,0.13123262682418346,0.05302212628170534,0.2551952887023624
142,Marine Park-Plumb Island,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.9172395,40.5959221,,,,,,,,,
143,Mariner's Harbor-Arlington-Graniteville,31907,16191,15124,9713,3230,11910,7116.0,4992,641.0,13986.0,9047,30764,419.63157894736844,-74.15968280526316,40.630620589473686,0.5074435076942364,0.47400256996897233,0.30441595888049644,0.1012317046416147,0.37327232268781146,0.22302316106183595,0.1564546964615915,0.045831545831545834,0.2940774931738396
144,Maspeth,41224,21220,30077,637,4396,12871,3884.0,5485,1186.0,21035.0,9977,39467,268.4166666666667,-73.89995921111111,40.723820358333334,0.5147486900834465,0.7295992625654958,0.015452163788084611,0.10663691053755094,0.31222103628954007,0.09421696099359596,0.1330535610324083,0.056382220109341574,0.2527934730280994
145,McGuire Fields,1678,970,1325,249,104,37,31.0,366,9.0,688.0,629,1618,362.0,-73.899746,40.6112855,0.5780691299165673,0.7896305125148987,0.14839094159713945,0.06197854588796186,0.02205005959475566,0.018474374255065554,0.21811680572109654,0.01308139534883721,0.38875154511742893
146,Melrose,42882,22764,5277,15516,259,28110,17040.0,7695,1873.0,17344.0,13794,40677,318.06666666666666,-73.91274481333333,40.81818514,0.5308521057786484,0.12305862599692179,0.3618301385196586,0.00603983023179889,0.6555197985168603,0.3973695256751084,0.17944592136560794,0.10799123616236163,0.33911055387565453
147,Middle Village,34127,18113,26331,317,3815,6756,2686.0,3835,855.0,17890.0,7648,33197,297.37931034482756,-73.87776927931034,40.71882635172414,0.5307527763940575,0.7715591760189879,0.009288832888914935,0.11178832009845577,0.19796641955050254,0.07870600990418145,0.11237436633750403,0.04779206260480715,0.23038226345754134
148,Middle Village Cemetery,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.8835278,40.7093274,,,,,,,,,
149,Midtown South-Flatiron-Union Square,25994,13126,19021,840,4971,1694,2364.0,3145,812.0,17181.0,4943,25111,250.05882352941177,-73.98952416470588,40.7431809,0.5049626836962376,0.7317457874894207,0.03231514964991921,0.1912364391782719,0.06516888512733708,0.09094406401477265,0.12098945910594752,0.04726150980734532,0.1968460037433794
150,Midtown-Times Square,20532,10215,14009,1016,4272,2070,1991.0,1364,436.0,14127.0,2572,20141,150.88,-73.981329812,40.758845328,0.49751607247223845,0.6823007987531657,0.049483732709916226,0.20806545879602573,0.10081823495032145,0.09697058250535749,0.0664328852522891,0.03086288667091385,0.12769971699518395
151,Midwood,50753,26267,39013,2644,6047,3899,10831.0,8145,1398.0,22344.0,15079,48076,284.0731707317073,-73.9563490902439,40.620192260975614,0.5175457608417237,0.7686836246133234,0.05209544263393297,0.11914566626603354,0.07682304494315607,0.21340610407266566,0.16048312415029653,0.0625671321160043,0.3136492220650636
152,Miller Field,292,219,21,181,0,90,49.0,0,0.0,118.0,171,292,61.0,-74.0997588,40.5684524,0.75,0.07191780821917808,0.6198630136986302,0.0,0.3082191780821918,0.1678082191780822,0.0,0.0,0.5856164383561644
153,Montefiore Cemetery,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.7419913,40.6857824,,,,,,,,,
154,Morningside Heights,36200,20137,19404,5286,6273,7161,6255.0,6683,899.0,14705.0,18469,35448,223.375,-73.9614239,40.809417716666665,0.5562707182320442,0.5360220994475138,0.14602209944751382,0.17328729281767954,0.19781767955801105,0.1727900552486188,0.18461325966850828,0.0611356681400884,0.5210167005190702
155,Morris Park,22486,11336,12369,1991,2923,7596,3069.0,2258,978.0,11939.0,5071,21711,238.04347826086956,-73.85355015217392,40.85094383913043,0.5041359067864449,0.5500756025971716,0.08854398292270746,0.129991995019123,0.33781019300898335,0.13648492395268166,0.10041803789024281,0.08191640840941453,0.23356823729906498
156,Morrisania,33824,17958,3662,15224,243,19331,11490.0,5424,1684.0,14877.0,10005,32255,356.72727272727275,-73.90402100909091,40.82726247272728,0.5309247871333964,0.1082663197729423,0.45009460737937557,0.007184247871333964,0.571517265846736,0.3396996215704825,0.16035950804162724,0.11319486455602608,0.3101844675244148
157,Mott Haven-Port Morris,54163,28337,7279,17377,291,37263,23848.0,9890,2668.0,21982.0,16817,51790,288.54761904761904,-73.91782424285714,40.80909175238095,0.5231800306482285,0.13439063567379947,0.32082787142514263,0.005372671380831934,0.6879788785702416,0.44030057419271457,0.1825969757952846,0.12137203166226913,0.3247151959837807
158,Mount Eden-Claremont (West),50775,27625,5834,15361,883,36145,17563.0,9471,2767.0,22862.0,15779,48552,302.5945945945946,-73.9139163081081,40.84027886756757,0.5440669620876416,0.11489906450024619,0.3025307730182176,0.01739044805514525,0.7118660758247168,0.3458985721319547,0.1865288035450517,0.12103053101215992,0.32499176141044656
159,Mount Hebron & Cedar Grove Cemeteries,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.8314913,40.7363897,,,,,,,,,
160,Mount Hope,46267,24361,6563,16976,537,31715,15997.0,7755,2263.0,21611.0,13055,43897,271.92105263157896,-73.90450644210527,40.85050133947369,0.5265307886830787,0.14185056303628937,0.3669137830419089,0.011606544621436446,0.6854777703330668,0.3457539931268507,0.16761406618107938,0.10471519133774466,0.2974007335353213
161,Mount Olivet & All Faiths Cemeteries,36,15,36,0,0,15,0.0,0,0.0,28.0,0,36,4.0,-73.8939758,40.7172559,0.4166666666666667,1.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0
162,Murray Hill-Broadway Flushing,55096,28779,16003,1029,31711,8946,8127.0,5141,1082.0,26401.0,10571,53153,320.5,-73.8129316404762,40.76765270952381,0.5223428198054305,0.2904566574705968,0.018676491941338753,0.5755590242485843,0.16237113402061856,0.14750617104689995,0.09330985915492958,0.04098329608726942,0.19887870863356724
163,Murray Hill-Kips Bay,54818,28204,38567,2555,11226,4750,6209.0,4220,1346.0,36696.0,8389,53193,196.66666666666666,-73.97654249777779,40.74480323555556,0.5145025356634682,0.7035462804188405,0.046608778138567626,0.20478674887810575,0.08665037031631946,0.11326571564084789,0.07698201320734066,0.03667974711140179,0.15770872107232153
164,New Dorp-Midland Beach,26686,13904,22995,614,2029,3921,2698.0,3433,625.0,13051.0,5973,25962,420.47058823529414,-74.10495860588236,40.57435434117647,0.5210222588623248,0.8616877763621374,0.02300831896874766,0.07603237652701791,0.14693097504309377,0.10110170126658173,0.12864423293112492,0.04788905064745996,0.23006702103073723
165,New Springville-Willowbrook-Bulls Head-Travis,43637,22422,31947,1804,6775,6870,4141.0,5134,1053.0,21020.0,10664,42136,485.8333333333333,-74.16343006666666,40.5966563875,0.5138300066457364,0.7321080734239293,0.041341063776153264,0.15525815248527625,0.15743520406994066,0.09489653275889727,0.11765245090175769,0.05009514747859182,0.25308524776912855
166,North & South Brother Islands,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.8985585,40.7999982,,,,,,,,,
167,North Corona,40912,19490,14364,3345,3107,35105,7925.0,6779,1030.0,21142.0,10809,38581,375.8,-73.863312675,40.75361142,0.4763883457176379,0.3510950332420806,0.08176085256159563,0.07594348846304262,0.8580612045365663,0.19370844739929605,0.1656971059835745,0.048718191278024785,0.28016381120240536
168,Norwood,42227,22254,10396,7882,4542,26832,13719.0,7168,2489.0,20676.0,12156,40094,270.02777777777777,-73.87856342777778,40.87758551666666,0.5270087858479172,0.2461931939280555,0.18665782556184432,0.10756151277618585,0.6354228337319724,0.3248869206905534,0.16974921258910175,0.12038111820468175,0.3031875093530204
169,Oakland Gardens-Hollis Hills,25556,12888,11745,824,11281,2878,2403.0,2719,685.0,13208.0,5529,24596,318.95238095238096,-73.75460974285714,40.73983437619048,0.5043042729691658,0.45957896384410707,0.03224291751447801,0.4414227578650806,0.11261543277508217,0.09402879949913914,0.1063938018469244,0.05186250757116899,0.22479264921125386
170,Oakwood-Richmondtown,20509,11022,18270,410,857,2959,1838.0,2732,482.0,9955.0,4611,19825,364.2,-74.12416955333333,40.56417794666667,0.537422594958311,0.8908284167926276,0.019991223365351796,0.04178653274172314,0.1442781218001853,0.08961919157443074,0.13320981032717344,0.04841788046207936,0.23258511979823454
171,Ocean Hill,35818,18781,2886,27819,522,7528,9521.0,5163,989.0,15920.0,9503,34064,263.5483870967742,-73.91392263225806,40.677148880645156,0.524345301245184,0.08057401306605617,0.776676531352951,0.014573678038974818,0.21017365570383606,0.2658160701323357,0.1441454017533084,0.062123115577889444,0.27897487083137623
172,Old Astoria-Hallets Point,15642,7445,7711,2386,2137,6166,3468.0,1570,610.0,8475.0,3664,14976,308.45454545454544,-73.93139824545455,40.77228448181818,0.47596215317734303,0.4929676511954993,0.152538038613988,0.13661935813834547,0.39419511571410304,0.22171077867280398,0.10037079657332822,0.071976401179941,0.24465811965811965
173,Ozone Park,24511,12858,9845,1694,6228,10414,3489.0,3826,885.0,12330.0,6849,23801,362.6875,-73.8478786125,40.676118100000004,0.5245808004569377,0.4016563991677206,0.06911182734282567,0.2540900004079801,0.42487046632124353,0.1423442536004243,0.15609318265268654,0.07177615571776155,0.28776101844460317
174,Ozone Park (North),25824,13186,7314,1549,8698,11437,3983.0,3692,1035.0,12940.0,7089,24903,299.63157894736844,-73.8501036368421,40.68417135263158,0.5106102850061958,0.28322490706319703,0.05998296158612144,0.3368184634448575,0.44288258983890955,0.15423636926889714,0.14296778190830237,0.07998454404945904,0.2846644982532225
175,Park Slope,61147,31994,46630,3528,4730,8088,4050.0,6660,1515.0,37518.0,12623,57896,250.9298245614035,-73.9800104263158,40.67165704561403,0.5232309025790308,0.7625885161986687,0.057697025201563445,0.07735457176966981,0.1322714115165094,0.06623382995077437,0.10891785369682895,0.04038061730369423,0.21802887936990464
176,Parkchester,30372,16122,4537,13499,4963,11606,5402.0,3267,1583.0,17348.0,6930,29177,269.39285714285717,-73.85810933214286,40.83791120357143,0.5308178585539313,0.14938100882391678,0.444455419465297,0.1634070854734624,0.38212827604372446,0.17786118793625708,0.10756617937574081,0.09124971178233802,0.23751585152688762
177,Pelham Bay Park,226,132,127,61,3,198,78.0,79,0.0,94.0,58,180,18.0,-73.81081086666667,40.85961996666666,0.584070796460177,0.5619469026548672,0.26991150442477874,0.01327433628318584,0.8761061946902655,0.34513274336283184,0.3495575221238938,0.0,0.32222222222222224
178,Pelham Bay-Country Club-City Island,26877,14057,17614,1436,1016,11139,2708.0,3112,761.0,14066.0,5837,26047,272.4,-73.8211459,40.847153948,0.5230122409495107,0.6553558804926145,0.05342858205900956,0.03780183800275328,0.41444357629199685,0.10075529262938572,0.11578673215016556,0.05410209014645244,0.22409490536338159
179,Pelham Gardens,30011,15850,9791,9774,3112,10827,3104.0,3579,878.0,14896.0,7132,29327,277.24,-73.848315316,40.864626148,0.5281396821165573,0.3262470427509913,0.32568058378594517,0.10369531171903636,0.3607677185032155,0.10342874279430875,0.11925627270000999,0.05894199785177229,0.24318887032427455
180,Pelham Parkway-Van Nest,30285,15893,8082,6145,1834,17043,6775.0,4459,1629.0,15613.0,8653,29099,315.8695652173913,-73.86562924347827,40.84952582173913,0.5247812448406802,0.26686478454680534,0.20290572890870068,0.06055803202905729,0.5627538385339277,0.22370810632326235,0.1472346045897309,0.10433613014795363,0.29736417059005466
181,Pomonok-Electchester-Hillcrest,36705,19968,13466,5488,11661,8864,6158.0,6728,2043.0,17788.0,11462,35148,330.7692307692308,-73.80548352307693,40.72826170769231,0.5440130772374336,0.36687099850156657,0.14951641465740362,0.31769513690232937,0.24149298460700178,0.167770058575126,0.1832992780275167,0.11485270969192714,0.32610674860589506
182,Port Richmond,18433,9161,9983,4933,1238,8520,3707.0,2597,345.0,8011.0,5157,17709,274.875,-74.1337848125,40.633142506249996,0.49698909564368254,0.5415830304345467,0.2676178592741279,0.0671621548310096,0.46221450659143926,0.20110671079043022,0.14088862366408073,0.04306578454624891,0.29120786040996105
183,Prospect Heights,21237,10965,11756,5611,1669,2146,2328.0,1810,732.0,13670.0,3572,20223,256.3888888888889,-73.96728223333334,40.67704187777778,0.5163158638225738,0.5535621792155201,0.2642086923765127,0.07858925460281584,0.10105005415077459,0.1096200028252578,0.08522861044403635,0.05354791514264814,0.17663056915393363
184,Prospect Lefferts Gardens-Wingate,47945,26798,11307,32083,1335,4275,9686.0,5989,2110.0,25890.0,11193,46162,305.3235294117647,-73.94959404411765,40.66018456764706,0.5589321097090416,0.23583272499739286,0.669162582125352,0.027844405047450203,0.08916466784857649,0.20202315152779227,0.12491396391698821,0.08149864812668985,0.24247216325115897
185,Prospect Park,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,-73.9697734,40.6591256,,,,,,,,,
186,Queens Village,55428,28694,6876,26093,9836,10280,4584.0,6720,2928.0,30636.0,13987,53834,267.25,-73.74270942708334,40.715997897916665,0.5176805946453056,0.12405282528685863,0.4707548531428159,0.17745543768492458,0.18546582954463448,0.08270188352457242,0.1212383632820957,0.09557383470426949,0.25981721588587137
187,Queensboro Hill,20269,10254,4175,367,13769,3410,3126.0,2329,519.0,9752.0,4810,19597,314.93333333333334,-73.82201668666667,40.74309082,0.5058957027973753,0.2059795747200158,0.018106468005328336,0.6793132369628496,0.16823720953179733,0.154225664808328,0.11490453401746509,0.05321985233798195,0.2454457314895137
188,Queensbridge-Ravenswood-Dutch Kills,26427,13786,9430,6075,5439,8872,6691.0,3304,1400.0,13267.0,6806,25492,229.84615384615384,-73.93810888461539,40.75766084230769,0.5216634502592046,0.3568320278503046,0.2298785333181973,0.20581223748439095,0.3357172588640406,0.25318802739622354,0.12502365005486812,0.10552498680937665,0.2669857210105131
189,Randall's Island,1862,138,602,1059,58,428,1183.0,0,133.0,389.0,34,1862,0.0,-73.9245731,40.7910057,0.07411385606874328,0.3233082706766917,0.5687432867883996,0.031149301825993556,0.22986036519871106,0.6353383458646616,0.0,0.34190231362467866,0.018259935553168637
